,From,To,Day,Month,Holiday,Distance,Occupancy
736,7,2,1,1,1,1561.76,99
737,7,2,7,4,1,1561.76,100
738,1,3,2,5,0,2079.0,75
739,7,2,6,9,0,1561.76,87
740,7,2,4,5,0,1561.76,89
741,7,2,4,6,0,1561.76,85
742,1,3,1,1,1,2079.0,93
743,1,3,6,12,0,2079.0,81
744,4,6,6,9,0,623.48,88
745,2,1,3,9,0,1717.93,87
746,1,3,2,6,0,2079.0,79
747,2,1,5,4,0,1717.93,82
748,1,3,4,5,0,2079.0,90
749,4,6,5,6,0,623.48,78
750,1,3,1,1,1,2079.0,98
751,2,1,5,6,0,1717.93,78
752,1,3,2,5,0,2079.0,81
753,1,3,1,1,1,2079.0,98
754,1,3,6,9,0,2079.0,83
755,1,3,7,4,1,2079.0,94
756,1,3,7,5,1,2079.0,97
757,7,2,1,3,1,1561.76,96
758,1,3,4,3,0,2079.0,84
759,2,1,2,6,0,1717.93,89
760,1,3,1,3,1,2079.0,97
761,4,6,3,6,0,623.48,85
762,1,3,2,6,0,2079.0,89
763,4,6,4,3,0,623.48,90
764,2,1,4,9,0,1717.93,82
765,7,2,2,5,0,1561.76,75
766,7,2,5,9,0,1561.76,90
767,1,3,3,5,0,2079.0,80
768,7,2,5,6,0,1561.76,82
769,7,2,5,9,0,1561.76,78
770,1,3,4,6,0,2079.0,90
771,2,1,3,5,0,1717.93,81
772,1,3,1,3,1,2079.0,94
773,1,3,6,9,0,2079.0,84
774,2,1,5,3,0,1717.93,87
775,5,7,4,5,0,1363.71,89
776,1,3,4,4,0,2079.0,88
777,2,1,3,5,0,1717.93,83
778,7,2,6,5,0,1561.76,76
779,2,1,7,6,1,1717.93,99
780,7,2,2,3,0,1561.76,84
781,1,3,5,3,0,2079.0,79
782,1,3,2,6,0,2079.0,86
783,1,3,1,1,1,2079.0,92
784,1,3,5,6,0,2079.0,88
785,2,1,5,1,0,1717.93,84
786,1,3,5,3,0,2079.0,80
787,1,3,2,6,0,2079.0,90
788,5,7,4,5,0,1363.71,80
789,7,2,1,3,1,1561.76,91
790,7,2,5,9,0,1561.76,90
791,2,1,5,6,0,1717.93,88
792,1,3,5,9,0,2079.0,90
793,2,1,3,9,0,1717.93,82
794,1,3,7,5,1,2079.0,99
795,2,1,5,1,0,1717.93,88
796,2,1,4,9,0,1717.93,85
797,1,3,2,5,0,2079.0,77
798,1,3,1,1,1,2079.0,94
799,1,3,1,3,1,2079.0,93
800,7,2,1,3,1,1561.76,96
801,2,1,1,1,1,1717.93,100
802,7,2,6,12,0,1561.76,83
803,2,1,6,3,0,1717.93,78
804,2,1,1,3,1,1717.93,94
805,1,3,2,6,0,2079.0,77
806,1,3,3,5,0,2079.0,75
807,2,1,1,1,1,1717.93,93
808,1,3,7,5,1,2079.0,90
809,5,7,1,3,1,1363.71,99
810,1,3,7,5,1,2079.0,100
811,1,3,4,5,0,2079.0,86
812,7,2,7,5,1,1561.76,96
813,2,1,4,6,0,1717.93,85
814,2,1,3,6,0,1717.93,86
815,2,1,3,6,0,1717.93,78
816,7,2,6,5,0,1561.76,89
817,2,1,3,5,0,1717.93,90
818,1,3,5,3,0,2079.0,88
819,7,2,6,12,0,1561.76,83
820,2,1,6,6,0,1717.93,79
821,1,3,5,9,0,2079.0,85
822,1,3,5,9,0,2079.0,75
823,1,3,6,9,0,2079.0,82
824,1,3,1,3,1,2079.0,100
825,1,3,7,5,1,2079.0,99
826,2,1,5,1,0,1717.93,75
827,7,2,3,5,0,1561.76,84
828,2,1,6,1,0,1717.93,84
829,7,2,3,5,0,1561.76,88
830,1,3,5,6,0,2079.0,77
831,1,3,5,9,0,2079.0,82
832,1,3,5,9,0,2079.0,79
833,1,3,4,9,0,2079.0,79
834,7,2,3,9,0,1561.76,80
835,7,2,7,5,1,1561.76,90
836,1,3,5,6,0,2079.0,82
837,4,6,5,1,0,623.48,85
838,1,3,7,5,1,2079.0,98
839,1,3,5,6,0,2079.0,87
840,2,1,6,12,0,1717.93,85
841,1,3,7,6,1,2079.0,98
842,1,3,5,6,0,2079.0,83
843,2,1,5,9,0,1717.93,83
844,4,6,6,5,0,623.48,86
845,1,3,5,3,0,2079.0,88
846,1,3,7,6,1,2079.0,99
847,2,1,3,6,0,1717.93,77
848,7,2,4,5,0,1561.76,90
849,1,3,2,5,0,2079.0,89
850,2,1,6,9,0,1717.93,75
851,1,3,5,9,0,2079.0,75
852,7,2,6,5,0,1561.76,86
853,7,2,5,6,0,1561.76,82
854,1,3,7,6,1,2079.0,91
855,2,1,5,6,0,1717.93,81
856,7,2,6,5,0,1561.76,85
857,2,1,1,3,1,1717.93,100
858,7,2,6,1,0,1561.76,78
859,7,2,7,1,1,1561.76,90
860,2,1,1,3,1,1717.93,93
861,1,3,7,4,1,2079.0,94
862,1,3,5,6,0,2079.0,78
863,7,2,6,12,0,1561.76,88
864,1,3,7,5,1,2079.0,91
865,1,3,5,9,0,2079.0,87
866,1,3,6,3,0,2079.0,82
867,4,6,3,12,0,623.48,76
868,7,2,5,6,0,1561.76,86
869,2,1,5,3,0,1717.93,82
870,1,3,5,3,0,2079.0,88
871,1,3,2,6,0,2079.0,76
872,7,2,7,5,1,1561.76,94
873,7,2,6,1,0,1561.76,85
874,1,3,5,6,0,2079.0,79
875,1,3,1,3,1,2079.0,90
876,2,1,4,3,0,1717.93,84
877,1,3,5,6,0,2079.0,77
878,7,2,5,3,0,1561.76,77
879,7,2,7,1,1,1561.76,91
880,7,2,5,6,0,1561.76,83
881,7,2,4,5,0,1561.76,79
882,4,6,5,6,0,623.48,75
883,1,3,2,5,0,2079.0,84
884,1,3,5,9,0,2079.0,83
885,2,1,4,5,0,1717.93,78
886,1,3,5,6,0,2079.0,84
887,1,3,2,6,0,2079.0,80
888,7,2,4,5,0,1561.76,80
889,7,2,6,9,0,1561.76,85
890,1,3,2,6,0,2079.0,84
891,2,1,2,6,0,1717.93,77
892,1,3,3,9,0,2079.0,81
893,7,2,4,5,0,1561.76,85
894,7,2,4,5,0,1561.76,86
895,1,3,1,3,1,2079.0,98
896,7,2,1,3,1,1561.76,93
897,7,2,6,5,0,1561.76,76
898,7,2,1,3,1,1561.76,93
899,7,2,6,9,0,1561.76,89
900,7,2,5,12,0,1561.76,76
901,1,3,5,9,0,2079.0,79
902,2,1,3,9,0,1717.93,87
903,1,3,1,1,1,2079.0,99
904,1,3,2,5,0,2079.0,80
905,1,3,7,5,1,2079.0,96
906,2,1,2,3,0,1717.93,86
907,1,3,1,4,1,2079.0,96
908,1,3,5,9,0,2079.0,81
909,7,2,2,4,0,1561.76,85
910,1,3,3,5,0,2079.0,84
911,7,2,5,4,0,1561.76,80
912,7,2,3,5,0,1561.76,82
913,7,2,6,1,0,1561.76,79
914,7,2,5,6,0,1561.76,85
915,1,3,4,3,0,2079.0,77
916,1,3,1,3,1,2079.0,93
917,1,3,6,12,0,2079.0,90
918,1,3,7,6,1,2079.0,97
919,7,2,5,12,0,1561.76,85
920,5,7,6,6,0,1363.71,80
921,7,2,5,12,0,1561.76,82
922,7,2,4,3,0,1561.76,90
923,7,2,5,1,0,1561.76,87
924,1,3,1,3,1,2079.0,95
925,1,3,2,6,0,2079.0,78
926,1,3,4,3,0,2079.0,86
927,1,3,4,3,0,2079.0,77
928,1,3,5,3,0,2079.0,88
929,2,1,1,1,1,1717.93,93
930,4,6,2,3,0,623.48,84
931,2,1,1,3,1,1717.93,100
932,1,3,3,9,0,2079.0,75
933,2,1,3,9,0,1717.93,76
934,2,1,5,3,0,1717.93,80
935,1,3,5,6,0,2079.0,79
936,2,1,5,1,0,1717.93,90
937,1,3,5,9,0,2079.0,79
938,1,3,2,6,0,2079.0,75
939,1,3,5,6,0,2079.0,90
940,1,3,6,9,0,2079.0,83
941,1,3,6,9,0,2079.0,75
942,2,1,5,12,0,1717.93,86
943,1,3,3,5,0,2079.0,90
944,2,1,4,5,0,1717.93,87
945,2,1,6,3,0,1717.93,89
946,2,1,5,1,0,1717.93,89
947,7,2,5,12,0,1561.76,90
948,7,2,3,5,0,1561.76,87
949,7,2,5,12,0,1561.76,76
950,1,3,1,3,1,2079.0,92
951,5,7,5,6,0,1363.71,90
952,1,3,4,3,0,2079.0,87
953,2,1,1,3,1,1717.93,93
954,1,3,4,3,0,2079.0,83
955,7,2,5,12,0,1561.76,77
956,1,3,7,5,1,2079.0,90
957,7,2,2,3,0,1561.76,83
958,7,2,7,5,1,1561.76,96
959,2,1,5,1,0,1717.93,89
960,4,6,1,1,1,623.48,96
961,1,3,2,5,0,2079.0,79
962,4,6,6,5,0,623.48,88
963,1,3,7,6,1,2079.0,97
964,4,6,7,5,1,623.48,93
965,7,2,2,4,0,1561.76,89
966,1,3,3,5,0,2079.0,88
967,2,1,3,9,0,1717.93,80
968,2,1,3,6,0,1717.93,85
969,1,3,2,6,0,2079.0,82
970,1,3,5,3,0,2079.0,89
971,4,6,5,1,0,623.48,84
972,1,3,6,12,0,2079.0,75
973,5,7,3,9,0,1363.71,82
974,1,3,4,3,0,2079.0,86
975,2,1,5,1,0,1717.93,81
976,2,1,3,12,0,1717.93,87
977,7,2,6,1,0,1561.76,85
978,7,2,5,6,0,1561.76,87
979,5,7,5,9,0,1363.71,80
980,2,1,3,12,0,1717.93,77
981,7,2,6,12,0,1561.76,82
982,1,3,6,9,0,2079.0,85
983,7,2,4,3,0,1561.76,81
984,2,1,2,6,0,1717.93,77
985,1,3,3,5,0,2079.0,76
986,5,7,6,6,0,1363.71,85
987,7,2,4,5,0,1561.76,90
988,1,3,2,5,0,2079.0,77
989,1,3,5,3,0,2079.0,76
990,1,3,7,6,1,2079.0,93
991,2,1,1,3,1,1717.93,93
992,1,3,1,3,1,2079.0,97
993,2,1,1,4,1,1717.93,91
994,7,2,5,12,0,1561.76,89
995,7,2,4,12,0,1561.76,90
996,7,2,3,5,0,1561.76,89
997,1,3,2,5,0,2079.0,75
998,1,3,2,5,0,2079.0,87
999,7,2,6,5,0,1561.76,86
1000,1,3,5,3,0,2079.0,79
1001,5,7,4,5,0,1363.71,82
1002,1,3,2,6,0,2079.0,89
1003,1,3,5,9,0,2079.0,77
1004,7,2,7,1,1,1561.76,100
1005,1,3,6,12,0,2079.0,79
1006,1,3,3,9,0,2079.0,90
1007,2,1,2,6,0,1717.93,86
1008,1,3,4,3,0,2079.0,78
1009,7,2,5,6,0,1561.76,79
1010,1,3,5,6,0,2079.0,84
1011,4,6,4,5,0,623.48,80
1012,7,2,5,3,0,1561.76,82
1013,1,3,7,6,1,2079.0,91
1014,2,1,5,3,0,1717.93,81
1015,1,3,2,6,0,2079.0,87
1016,2,1,1,3,1,1717.93,93
1017,2,1,1,4,1,1717.93,94
1018,4,6,6,6,0,623.48,81
1019,1,3,7,6,1,2079.0,95
1020,7,2,4,5,0,1561.76,80
1021,2,1,1,3,1,1717.93,100
1022,1,3,1,1,1,2079.0,98
1023,2,1,5,12,0,1717.93,76
1024,1,3,2,5,0,2079.0,85
1025,1,3,3,5,0,2079.0,90
1026,2,1,2,3,0,1717.93,90
1027,2,1,6,9,0,1717.93,78
1028,1,3,3,5,0,2079.0,79
1029,4,6,7,1,1,623.48,90
1030,1,3,3,9,0,2079.0,75
1031,4,6,4,5,0,623.48,80
1032,1,3,7,6,1,2079.0,93
1033,1,3,2,6,0,2079.0,85
1034,1,3,4,4,0,2079.0,76
1035,1,3,6,12,0,2079.0,89
1036,2,1,6,3,0,1717.93,80
1037,7,2,5,9,0,1561.76,85
1038,1,3,7,5,1,2079.0,90
1039,7,2,6,9,0,1561.76,81
1040,2,1,1,3,1,1717.93,94
1041,4,6,3,5,0,623.48,87
1042,1,3,5,3,0,2079.0,88
1043,2,1,5,1,0,1717.93,87
1044,1,3,1,1,1,2079.0,98
1045,7,2,3,5,0,1561.76,83
1046,1,3,6,9,0,2079.0,88
1047,7,2,3,5,0,1561.76,87
1048,7,2,4,6,0,1561.76,76
1049,7,2,6,5,0,1561.76,88
1050,1,3,2,6,0,2079.0,81
1051,1,3,6,9,0,2079.0,86
1052,1,3,7,5,1,2079.0,90
1053,1,3,5,6,0,2079.0,76
1054,1,3,7,6,1,2079.0,95
1055,7,2,5,6,0,1561.76,78
1056,2,1,7,5,1,1717.93,90
1057,4,6,7,1,1,623.48,91
1058,1,3,4,3,0,2079.0,90
1059,7,2,4,6,0,1561.76,77
1060,1,3,7,5,1,2079.0,98
1061,1,3,3,5,0,2079.0,82
1062,1,3,3,5,0,2079.0,85
1063,2,1,2,6,0,1717.93,76
1064,1,3,6,9,0,2079.0,80
1065,4,6,5,6,0,623.48,76
1066,5,7,1,3,1,1363.71,97
1067,1,3,1,3,1,2079.0,97
1068,1,3,6,6,0,2079.0,84
1069,1,3,1,1,1,2079.0,93
1070,7,2,4,6,0,1561.76,86
1071,2,1,5,6,0,1717.93,76
1072,1,3,5,3,0,2079.0,90
1073,1,3,1,1,1,2079.0,92
1074,2,1,5,1,0,1717.93,86
1075,7,2,5,12,0,1561.76,82
1076,2,1,3,3,0,1717.93,84
1077,5,7,2,3,0,1363.71,76
1078,1,3,1,3,1,2079.0,97
1079,1,3,2,6,0,2079.0,75
1080,2,1,6,6,0,1717.93,90
1081,1,3,6,12,0,2079.0,83
1082,7,2,3,9,0,1561.76,83
1083,1,3,5,6,0,2079.0,90
1084,7,2,4,6,0,1561.76,77
1085,1,3,1,4,1,2079.0,99
1086,1,3,1,1,1,2079.0,97
1087,4,6,7,5,1,623.48,99
1088,1,3,6,12,0,2079.0,82
1089,4,6,5,3,0,623.48,90
1090,7,2,5,1,0,1561.76,75
1091,7,2,6,1,0,1561.76,81
1092,5,7,1,1,1,1363.71,91
1093,4,6,7,6,1,623.48,92
1094,7,2,2,6,0,1561.76,78
1095,1,3,4,3,0,2079.0,77
1096,7,2,6,5,0,1561.76,83
1097,2,1,6,3,0,1717.93,75
1098,7,2,5,12,0,1561.76,88
1099,7,2,4,6,0,1561.76,89
1100,2,1,5,9,0,1717.93,82
1101,7,2,6,5,0,1561.76,77
1102,7,2,4,6,0,1561.76,82
1103,2,1,4,6,0,1717.93,77
1104,1,3,1,1,1,2079.0,97
1105,7,2,7,5,1,1561.76,93
1106,7,2,6,12,0,1561.76,86
1107,1,3,4,3,0,2079.0,76
1108,1,3,7,6,1,2079.0,97
1109,1,3,2,6,0,2079.0,75
1110,1,3,2,5,0,2079.0,78
1111,7,2,3,6,0,1561.76,78
1112,4,6,6,6,0,623.48,87
1113,1,3,2,6,0,2079.0,88
1114,2,1,3,3,0,1717.93,89
1115,2,1,5,3,0,1717.93,86
1116,2,1,3,9,0,1717.93,76
1117,2,1,1,3,1,1717.93,90
1118,7,2,3,5,0,1561.76,83
1119,2,1,2,5,0,1717.93,85
1120,4,6,2,6,0,623.48,84
1121,1,3,2,6,0,2079.0,82
1122,2,1,6,6,0,1717.93,80
1123,1,3,6,12,0,2079.0,89
1124,1,3,4,5,0,2079.0,78
1125,2,1,6,3,0,1717.93,90
1126,7,2,5,6,0,1561.76,83
1127,7,2,6,9,0,1561.76,82
1128,7,2,6,5,0,1561.76,87
1129,1,3,4,3,0,2079.0,87
1130,1,3,6,12,0,2079.0,88
1131,7,2,6,3,0,1561.76,82
1132,1,3,2,6,0,2079.0,78
1133,7,2,4,5,0,1561.76,76
1134,1,3,5,9,0,2079.0,83
1135,1,3,2,5,0,2079.0,87
1136,1,3,4,3,0,2079.0,76
1137,1,3,1,1,1,2079.0,94
1138,1,3,1,4,1,2079.0,99
1139,7,2,5,12,0,1561.76,78
1140,7,2,3,5,0,1561.76,86
1141,1,3,4,3,0,2079.0,85
1142,1,3,7,6,1,2079.0,95
1143,7,2,5,9,0,1561.76,84
1144,2,1,3,6,0,1717.93,84
1145,1,3,4,6,0,2079.0,83
1146,1,3,6,5,0,2079.0,76
1147,7,2,2,6,0,1561.76,82
1148,1,3,5,9,0,2079.0,75
1149,1,3,4,3,0,2079.0,76
1150,5,7,2,5,0,1363.71,84
1151,1,3,4,3,0,2079.0,76
1152,4,6,1,1,1,623.48,94
1153,1,3,5,6,0,2079.0,87
1154,1,3,5,9,0,2079.0,81
1155,1,3,7,5,1,2079.0,94
1156,2,1,3,3,0,1717.93,86
1157,5,7,3,9,0,1363.71,77
1158,2,1,1,3,1,1717.93,91
1159,1,3,7,6,1,2079.0,91
1160,5,7,2,3,0,1363.71,86
1161,1,3,1,4,1,2079.0,95
1162,7,2,5,12,0,1561.76,81
1163,1,3,3,5,0,2079.0,81
1164,5,7,6,3,0,1363.71,89
1165,4,6,5,12,0,623.48,75
1166,7,2,7,1,1,1561.76,91
1167,2,1,5,4,0,1717.93,90
1168,7,2,1,3,1,1561.76,92
1169,1,3,5,6,0,2079.0,78
1170,7,2,6,12,0,1561.76,82
1171,1,3,5,6,0,2079.0,89
1172,2,1,1,3,1,1717.93,91
1173,1,3,4,9,0,2079.0,87
1174,7,2,7,1,1,1561.76,96
1175,7,2,6,5,0,1561.76,82
1176,7,2,7,5,1,1561.76,94
1177,7,2,7,1,1,1561.76,98
1178,7,2,2,3,0,1561.76,77
1179,1,3,5,3,0,2079.0,78
1180,1,3,6,9,0,2079.0,85
1181,7,2,3,5,0,1561.76,90
1182,7,2,3,5,0,1561.76,82
1183,1,3,5,3,0,2079.0,78
1184,2,1,6,5,0,1717.93,76
1185,1,3,2,6,0,2079.0,83
1186,7,2,1,1,1,1561.76,96
1187,4,6,3,5,0,623.48,88
1188,1,3,7,4,1,2079.0,98
1189,1,3,5,9,0,2079.0,76
1190,7,2,7,1,1,1561.76,94
1191,7,2,7,5,1,1561.76,90
1192,1,3,5,6,0,2079.0,80
1193,1,3,4,5,0,2079.0,87
1194,2,1,5,3,0,1717.93,83
1195,7,2,5,6,0,1561.76,83
1196,1,3,3,9,0,2079.0,78
1197,7,2,5,12,0,1561.76,78
1198,7,2,5,6,0,1561.76,88
1199,1,3,2,6,0,2079.0,86
1200,7,2,3,5,0,1561.76,86
1201,1,3,7,5,1,2079.0,92
1202,2,1,3,12,0,1717.93,87
1203,1,3,5,9,0,2079.0,78
1204,7,2,5,9,0,1561.76,77
1205,2,1,7,4,1,1717.93,90
1206,7,2,7,1,1,1561.76,97
1207,1,3,3,5,0,2079.0,77
1208,4,6,7,6,1,623.48,98
1209,7,2,7,1,1,1561.76,91
1210,2,1,2,5,0,1717.93,89
1211,1,3,4,3,0,2079.0,77
1212,7,2,6,12,0,1561.76,83
1213,1,3,3,5,0,2079.0,83
1214,7,2,3,5,0,1561.76,78
1215,7,2,7,1,1,1561.76,93
1216,1,3,7,4,1,2079.0,96
1217,1,3,5,6,0,2079.0,80
1218,1,3,5,6,0,2079.0,89
1219,1,3,4,4,0,2079.0,89
1220,1,3,7,4,1,2079.0,91
1221,7,2,6,9,0,1561.76,84
1222,4,6,4,3,0,623.48,89
1223,7,2,4,5,0,1561.76,76
1224,1,3,5,6,0,2079.0,81
1225,2,1,2,3,0,1717.93,88
1226,7,2,5,9,0,1561.76,81
1227,1,3,2,5,0,2079.0,78
1228,1,3,6,12,0,2079.0,85
1229,1,3,1,1,1,2079.0,92
1230,5,7,4,5,0,1363.71,85
1231,2,1,2,3,0,1717.93,78
1232,1,3,5,6,0,2079.0,83
1233,7,2,6,1,0,1561.76,89
1234,1,3,7,5,1,2079.0,100
1235,5,7,7,5,1,1363.71,97
1236,2,1,5,4,0,1717.93,83
1237,1,3,4,3,0,2079.0,87
1238,1,3,4,3,0,2079.0,76
1239,7,2,6,5,0,1561.76,85
1240,2,1,4,4,0,1717.93,81
1241,7,2,1,3,1,1561.76,98
1242,4,6,6,3,0,623.48,80
1243,1,3,3,5,0,2079.0,76
1244,7,2,4,6,0,1561.76,82
1245,2,1,2,6,0,1717.93,84
1246,2,1,5,1,0,1717.93,77
1247,1,3,2,6,0,2079.0,85
1248,7,2,6,5,0,1561.76,89
1249,7,2,6,9,0,1561.76,84
1250,1,3,3,5,0,2079.0,81
1251,7,2,5,12,0,1561.76,88
1252,1,3,6,9,0,2079.0,86
1253,1,3,4,6,0,2079.0,85
1254,1,3,1,1,1,2079.0,96
1255,7,2,5,9,0,1561.76,81
1256,7,2,7,5,1,1561.76,92
1257,1,3,5,3,0,2079.0,84
1258,1,3,5,3,0,2079.0,80
1259,7,2,7,5,1,1561.76,95
1260,2,1,1,1,1,1717.93,92
1261,1,3,2,5,0,2079.0,81
1262,1,3,6,9,0,2079.0,90
1263,2,1,3,3,0,1717.93,75
1264,2,1,4,6,0,1717.93,75
1265,1,3,2,6,0,2079.0,87
1266,1,3,6,12,0,2079.0,82
1267,1,3,6,12,0,2079.0,87
1268,2,1,2,3,0,1717.93,88
1269,5,7,1,1,1,1363.71,95
1270,1,3,2,5,0,2079.0,89
1271,1,3,4,3,0,2079.0,85
1272,7,2,4,5,0,1561.76,85
1273,1,3,4,3,0,2079.0,86
1274,5,7,4,3,0,1363.71,85
1275,7,2,4,6,0,1561.76,89
1276,2,1,3,3,0,1717.93,78
1277,1,3,6,9,0,2079.0,77
1278,7,2,4,5,0,1561.76,80
1279,7,2,5,6,0,1561.76,76
1280,1,3,4,3,0,2079.0,90
1281,1,3,7,6,1,2079.0,95
1282,2,1,7,5,1,1717.93,90
1283,1,3,6,9,0,2079.0,82
1284,1,3,4,3,0,2079.0,85
1285,1,3,1,1,1,2079.0,100
1286,7,2,6,1,0,1561.76,85
1287,1,3,1,1,1,2079.0,98
1288,7,2,7,5,1,1561.76,93
1289,1,3,2,6,0,2079.0,78
1290,2,1,1,3,1,1717.93,91
1291,1,3,5,9,0,2079.0,84
1292,7,2,6,6,0,1561.76,86
1293,5,7,5,6,0,1363.71,76
1294,7,2,5,6,0,1561.76,89
1295,2,1,6,9,0,1717.93,75
1296,7,2,6,9,0,1561.76,80
1297,7,2,5,12,0,1561.76,89
1298,1,3,7,5,1,2079.0,97
1299,1,3,2,5,0,2079.0,89
1300,1,3,1,1,1,2079.0,96
1301,4,6,5,9,0,623.48,86
1302,7,2,3,5,0,1561.76,87
1303,1,3,3,5,0,2079.0,78
1304,7,2,3,6,0,1561.76,79
1305,7,2,2,4,0,1561.76,90
1306,2,1,6,5,0,1717.93,79
1307,7,2,4,6,0,1561.76,79
1308,1,3,4,5,0,2079.0,78
1309,2,1,4,6,0,1717.93,89
1310,1,3,3,5,0,2079.0,87
1311,7,2,6,5,0,1561.76,88
1312,1,3,6,9,0,2079.0,86
1313,4,6,1,3,1,623.48,100
1314,4,6,2,6,0,623.48,83
1315,1,3,4,3,0,2079.0,78
1316,7,2,3,5,0,1561.76,77
1317,1,3,4,5,0,2079.0,88
1318,2,1,2,3,0,1717.93,85
1319,7,2,6,5,0,1561.76,84
1320,7,2,4,6,0,1561.76,78
1321,1,3,2,6,0,2079.0,83
1322,4,6,2,6,0,623.48,87
1323,1,3,3,9,0,2079.0,88
1324,2,1,4,4,0,1717.93,79
1325,2,1,6,1,0,1717.93,80
1326,7,2,7,5,1,1561.76,93
1327,1,3,2,5,0,2079.0,82
1328,4,6,5,3,0,623.48,81
1329,1,3,6,9,0,2079.0,81
1330,4,6,4,3,0,623.48,80
1331,7,2,1,3,1,1561.76,93
1332,1,3,7,5,1,2079.0,90
1333,2,1,2,3,0,1717.93,78
1334,5,7,7,5,1,1363.71,98
1335,4,6,3,6,0,623.48,80
1336,1,3,3,9,0,2079.0,77
1337,2,1,1,4,1,1717.93,90
1338,2,1,6,5,0,1717.93,83
1339,7,2,5,9,0,1561.76,83
1340,7,2,7,1,1,1561.76,90
1341,1,3,5,1,0,2079.0,88
1342,1,3,3,9,0,2079.0,90
1343,1,3,5,6,0,2079.0,84
1344,2,1,6,6,0,1717.93,78
1345,1,3,7,5,1,2079.0,96
1346,1,3,6,9,0,2079.0,84
1347,1,3,1,3,1,2079.0,96
1348,1,3,7,5,1,2079.0,96
1349,1,3,6,12,0,2079.0,85
1350,1,3,3,5,0,2079.0,86
1351,1,3,3,5,0,2079.0,79
1352,1,3,6,12,0,2079.0,85
1353,2,1,5,1,0,1717.93,82
1354,2,1,5,3,0,1717.93,75
1355,1,3,3,5,0,2079.0,88
1356,7,2,5,6,0,1561.76,78
1357,2,1,1,3,1,1717.93,93
1358,7,2,6,1,0,1561.76,87
1359,2,1,6,1,0,1717.93,87
1360,1,3,6,9,0,2079.0,80
1361,1,3,5,6,0,2079.0,77
1362,1,3,3,5,0,2079.0,85
1363,7,2,2,6,0,1561.76,83
1364,2,1,7,5,1,1717.93,93
1365,2,1,5,3,0,1717.93,78
1366,7,2,4,12,0,1561.76,80
1367,1,3,4,3,0,2079.0,87
1368,1,3,2,5,0,2079.0,86
1369,1,3,4,3,0,2079.0,79
1370,1,3,4,3,0,2079.0,78
1371,1,3,7,5,1,2079.0,94
1372,1,3,2,6,0,2079.0,83
1373,7,2,5,12,0,1561.76,85
1374,1,3,3,5,0,2079.0,83
1375,7,2,4,6,0,1561.76,89
1376,7,2,1,4,1,1561.76,91
1377,1,3,6,9,0,2079.0,75
1378,5,7,7,6,1,1363.71,97
1379,5,7,5,6,0,1363.71,78
1380,7,2,4,5,0,1561.76,82
1381,2,1,4,9,0,1717.93,83
1382,2,1,1,3,1,1717.93,100
1383,7,2,5,12,0,1561.76,84
1384,1,3,5,6,0,2079.0,77
1385,7,2,3,3,0,1561.76,76
1386,1,3,5,6,0,2079.0,78
1387,1,3,2,3,0,2079.0,90
1388,7,2,5,4,0,1561.76,83
1389,1,3,5,9,0,2079.0,88
1390,1,3,5,9,0,2079.0,86
1391,1,3,7,6,1,2079.0,92
1392,1,3,5,6,0,2079.0,77
1393,7,2,6,12,0,1561.76,83
1394,5,7,4,3,0,1363.71,79
1395,7,2,6,9,0,1561.76,76
1396,1,3,3,6,0,2079.0,76
1397,1,3,7,6,1,2079.0,94
1398,2,1,4,6,0,1717.93,86
1399,1,3,1,3,1,2079.0,99
1400,2,1,3,9,0,1717.93,78
1401,7,2,7,5,1,1561.76,91
1402,7,2,4,6,0,1561.76,87
1403,2,1,4,6,0,1717.93,82
1404,4,6,2,3,0,623.48,90
1405,2,1,6,5,0,1717.93,78
1406,2,1,2,4,0,1717.93,81
1407,1,3,2,5,0,2079.0,80
1408,2,1,2,3,0,1717.93,77
1409,1,3,1,1,1,2079.0,99
1410,7,2,6,5,0,1561.76,88
1411,2,1,5,1,0,1717.93,76
1412,1,3,5,3,0,2079.0,83
1413,1,3,3,5,0,2079.0,87
1414,2,1,7,1,1,1717.93,100
1415,2,1,2,6,0,1717.93,77
1416,4,6,2,3,0,623.48,84
1417,4,6,3,12,0,623.48,80
1418,1,3,5,6,0,2079.0,89
1419,1,3,3,9,0,2079.0,89
1420,2,1,4,5,0,1717.93,85
1421,2,1,2,6,0,1717.93,87
1422,2,1,4,9,0,1717.93,90
1423,7,2,7,5,1,1561.76,99
1424,4,6,2,6,0,623.48,86
1425,7,2,6,5,0,1561.76,87
1426,4,6,6,1,0,623.48,88
1427,2,1,2,4,0,1717.93,86
1428,4,6,7,1,1,623.48,91
1429,7,2,1,3,1,1561.76,94
1430,7,2,6,9,0,1561.76,90
1431,1,3,5,6,0,2079.0,82
1432,2,1,6,9,0,1717.93,87
1433,7,2,5,6,0,1561.76,81
1434,2,1,6,9,0,1717.93,87
1435,1,3,3,9,0,2079.0,89
1436,1,3,4,3,0,2079.0,80
1437,2,1,2,6,0,1717.93,85
1438,1,3,2,6,0,2079.0,83
1439,1,3,6,12,0,2079.0,89
1440,1,3,4,3,0,2079.0,84
1441,2,1,2,4,0,1717.93,86
1442,1,3,3,9,0,2079.0,83
1443,1,3,2,6,0,2079.0,86
1444,1,3,3,5,0,2079.0,80
1445,7,2,4,6,0,1561.76,75
1446,1,3,6,12,0,2079.0,75
1447,7,2,5,12,0,1561.76,90
1448,1,3,2,6,0,2079.0,78
1449,7,2,4,5,0,1561.76,81
